str	G2	FW	PVB	SKT	IG	TL
221211221122	t	f	m	m	t	t
121211221122	t	f	m	m	t	t
211211221122	t	f	t	m	t	m
111211221122	t	f	t	m	t	m
222111221122	t	m	m	f	t	t
122111221122	t	f	t	f	t	t
212111221122	t	m	t	f	t	m
112111221122	t	f	t	f	t	t
221111221122	t	m	m	f	t	t
121111221122	t	f	t	f	t	t
211111221122	t	m	t	f	t	m
111111221122	t	f	t	f	t	t
222222121122	t	f	f	t	t	t
122222121122	t	f	f	t	t	t
212222121122	t	f	m	t	t	m
112222121122	t	f	m	t	t	m
221222121122	t	f	f	t	t	t
121222121122	t	f	f	t	t	t
211222121122	t	f	m	t	t	m
111222121122	t	f	m	t	t	m
222122121122	t	f	f	t	t	t
122122121122	t	f	f	t	t	t
212122121122	t	m	m	t	t	m
112122121122	t	f	m	t	t	m
221122121122	t	f	f	t	t	t
121122121122	t	f	f	t	t	t
211122121122	t	m	m	t	t	m
111122121122	t	f	m	t	t	m
222212121122	t	f	f	t	t	t
122212121122	t	f	f	t	t	t
212212121122	t	f	t	t	t	f
112212121122	t	f	t	t	t	f
221212121122	t	f	f	t	t	t
121212121122	t	f	f	t	t	t
211212121122	t	f	t	t	t	f
111212121122	t	f	t	t	t	f
222112121122	t	m	f	t	t	m
122112121122	t	f	f	t	t	t
212112121122	t	m	m	t	t	f
112112121122	t	f	t	t	t	f
221112121122	t	m	f	t	t	m
121112121122	t	f	f	t	t	t
211112121122	t	m	m	t	t	f
111112121122	t	f	t	t	t	f
222221121122	t	f	f	t	t	t
122221121122	t	f	f	t	t	t
212221121122	t	f	t	t	t	f
112221121122	t	f	t	t	t	f
221221121122	t	f	f	t	t	t
121221121122	t	f	f	t	t	t
211221121122	t	f	t	t	t	f
111221121122	t	f	t	t	t	f
222121121122	t	m	m	m	t	t
122121121122	t	f	m	m	t	t
212121121122	t	m	t	m	t	m
112121121122	t	f	t	t	t	f
221121121122	t	m	m	m	t	t
121121121122	t	f	m	m	t	t
211121121122	t	m	t	m	t	m
111121121122	t	f	t	t	t	f
222211121122	t	f	f	t	t	t
122211121122	t	f	f	t	t	t
212211121122	t	f	t	t	t	f
112211121122	t	f	t	t	t	f
221211121122	t	f	f	t	t	t
121211121122	t	f	f	t	t	t
211211121122	t	f	t	t	t	f
111211121122	t	f	t	t	t	f
222111121122	t	m	m	m	t	m
122111121122	t	f	m	m	t	m
212111121122	t	m	t	m	t	f
112111121122	t	f	t	t	t	f
221111121122	t	m	m	m	t	m
121111121122	t	f	m	m	t	m
211111121122	t	m	t	m	t	f
111111121122	t	f	t	t	t	f
222222211122	t	f	f	t	t	t
122222211122	t	f	f	t	t	t
212222211122	t	f	f	t	t	t
112222211122	t	f	f	t	t	t
221222211122	t	f	f	t	t	t
121222211122	t	f	f	t	t	t
211222211122	t	f	f	t	t	t
111222211122	t	f	f	t	t	t
222122211122	t	m	f	m	t	t
122122211122	t	f	f	t	t	t
212122211122	t	m	f	m	t	t
112122211122	t	f	f	t	t	t
221122211122	t	m	f	m	t	t
121122211122	t	f	f	t	t	t
211122211122	t	m	f	m	t	t
111122211122	t	f	f	t	t	t
222212211122	t	f	f	t	t	t
122212211122	t	f	f	t	t	t
212212211122	t	f	f	t	t	t
112212211122	t	f	f	t	t	t
221212211122	t	f	f	t	t	t
121212211122	t	f	f	t	t	t
211212211122	t	f	f	t	t	t
111212211122	t	f	f	t	t	t
222112211122	t	m	f	m	t	t
122112211122	t	f	f	t	t	t
212112211122	t	m	f	m	t	m
112112211122	t	f	f	t	t	t
221112211122	t	m	f	m	t	t
121112211122	t	f	f	t	t	t
211112211122	t	m	f	m	t	m
111112211122	t	f	f	t	t	t
222221211122	t	f	f	t	t	t
122221211122	t	f	f	t	t	t
212221211122	t	f	m	m	t	t
112221211122	t	f	m	m	t	t
221221211122	t	f	f	t	t	t
121221211122	t	f	f	t	t	t
211221211122	t	f	m	m	t	t
111221211122	t	f	m	m	t	t
222121211122	t	t	f	f	t	t
122121211122	t	m	m	m	t	t
212121211122	t	m	m	f	t	t
112121211122	t	f	t	f	t	t
221121211122	t	t	f	f	t	t
121121211122	t	m	m	m	t	t
211121211122	t	m	m	f	t	t
111121211122	t	f	t	f	t	t
222211211122	t	f	f	t	t	t
122211211122	t	f	f	t	t	t
212211211122	t	f	m	m	t	m
112211211122	t	f	m	m	t	m
221211211122	t	f	f	t	t	t
121211211122	t	f	f	t	t	t
211211211122	t	f	m	m	t	m
111211211122	t	f	m	m	t	m
222111211122	t	t	f	f	t	t
122111211122	t	m	m	m	t	t
212111211122	t	m	m	f	t	m
112111211122	t	f	t	f	t	t
221111211122	t	t	f	f	t	t
121111211122	t	m	m	m	t	t
211111211122	t	m	m	f	t	m
111111211122	t	f	t	f	t	t
222222111122	t	f	f	t	t	t
122222111122	t	f	f	t	t	t
212222111122	t	f	f	t	t	t
112222111122	t	f	f	t	t	t
221222111122	t	f	f	t	t	t
121222111122	t	f	f	t	t	t
211222111122	t	f	f	t	t	t
111222111122	t	f	f	t	t	t
222122111122	t	f	f	t	t	t
122122111122	t	f	f	t	t	t
212122111122	t	m	f	t	t	m
112122111122	t	f	f	t	t	t
221122111122	t	f	f	t	t	t
121122111122	t	f	f	t	t	t
211122111122	t	m	f	t	t	m
111122111122	t	f	f	t	t	t
222212111122	t	f	f	t	t	t
122212111122	t	f	f	t	t	t
212212111122	t	m	m	t	t	m
112212111122	t	f	m	t	t	m
221212111122	t	f	f	t	t	t
121212111122	t	f	f	t	t	t
211212111122	t	m	m	t	t	m
111212111122	t	f	m	t	t	m
222112111122	t	m	f	t	t	m
122112111122	t	f	f	t	t	t
212112111122	t	t	f	t	t	f
112112111122	t	m	m	t	t	m
221112111122	t	m	f	t	t	m
121112111122	t	f	f	t	t	t
211112111122	t	t	f	t	t	f
111112111122	t	m	m	t	t	m
222221111122	t	f	f	t	t	t
122221111122	t	f	f	t	t	t
212221111122	t	f	m	t	t	m
112221111122	t	f	m	t	t	m
221221111122	t	f	f	t	t	t
121221111122	t	f	f	t	t	t
211221111122	t	f	m	t	t	m
111221111122	t	f	m	t	t	m
222121111122	t	m	f	m	t	t
122121111122	t	f	f	t	t	t
212121111122	t	m	m	m	t	m
112121111122	t	f	m	m	t	m
221121111122	t	m	f	m	t	t
121121111122	t	f	f	t	t	t
211121111122	t	m	m	m	t	m
111121111122	t	f	m	m	t	m
222211111122	t	f	f	t	t	t
122211111122	t	f	f	t	t	t
212211111122	t	f	t	t	t	f
112211111122	t	f	t	t	t	f
221211111122	t	f	f	t	t	t
121211111122	t	f	f	t	t	t
211211111122	t	f	t	t	t	f
111211111122	t	f	t	t	t	f
222111111122	t	m	f	m	t	m
122111111122	t	f	f	t	t	t
212111111122	t	m	m	m	t	f
112111111122	t	f	t	t	t	f
221111111122	t	m	f	m	t	m
121111111122	t	f	f	t	t	t
211111111122	t	m	m	m	t	f
111111111122	t	f	t	t	t	f
222222222212	t	m	f	m	t	m
122222222212	t	f	f	t	t	t
212222222212	t	t	f	t	t	f
112222222212	t	m	f	t	t	m
221222222212	t	m	f	m	t	m
121222222212	t	f	f	t	t	t
211222222212	t	t	f	t	t	f
111222222212	t	m	f	t	t	m
222122222212	t	t	f	f	t	t
122122222212	t	t	f	f	t	t
212122222212	t	t	f	m	t	m
112122222212	t	t	f	m	t	m
221122222212	t	t	f	f	t	t
121122222212	t	t	f	f	t	t
211122222212	t	t	f	m	t	m
111122222212	t	t	f	m	t	m
222212222212	t	t	f	t	t	f
122212222212	t	m	f	t	t	m
212212222212	t	t	f	t	t	f
112212222212	t	t	f	t	t	f
221212222212	t	t	f	t	t	f
121212222212	t	m	f	t	t	m
211212222212	t	t	f	t	t	f
111212222212	t	t	f	t	t	f
222112222212	t	t	f	m	t	m
122112222212	t	t	f	m	t	m
212112222212	t	t	f	t	t	f
112112222212	t	t	f	t	t	f
221112222212	t	t	f	m	t	m
121112222212	t	t	f	m	t	m
211112222212	t	t	f	t	t	f
111112222212	t	t	f	t	t	f
222221222212	t	t	f	f	t	t
122221222212	t	f	f	t	t	t
212221222212	t	t	m	m	t	m
112221222212	t	m	m	m	t	m
221221222212	t	t	f	f	t	t
121221222212	t	f	f	t	t	t
211221222212	t	t	m	m	t	m
111221222212	t	m	m	m	t	m
222121222212	t	t	f	f	t	t
122121222212	t	t	f	f	t	t
212121222212	t	t	m	f	t	m
112121222212	t	t	m	f	t	m
221121222212	t	t	f	f	t	t
121121222212	t	t	f	f	t	t
211121222212	t	t	m	f	t	m
111121222212	t	t	m	f	t	m
222211222212	t	t	f	m	t	m
122211222212	t	m	f	m	t	m
212211222212	t	t	m	m	t	f
112211222212	t	m	m	m	t	f
221211222212	t	t	f	m	t	m
121211222212	t	m	f	m	t	m
211211222212	t	t	m	m	t	f
111211222212	t	m	m	m	t	f
222111222212	t	t	f	f	t	t
122111222212	t	t	f	f	t	t
212111222212	t	t	t	f	t	f
112111222212	t	t	t	f	t	f
221111222212	t	t	f	f	t	t
121111222212	t	t	f	f	t	t
211111222212	t	t	t	f	t	f
111111222212	t	t	t	f	t	f
222222122212	t	t	f	t	t	f
122222122212	t	m	f	t	t	m
212222122212	t	t	f	t	t	f
112222122212	t	t	f	t	t	f
221222122212	t	t	f	t	t	f
121222122212	t	m	f	t	t	m
211222122212	t	t	f	t	t	f
111222122212	t	t	f	t	t	f
222122122212	t	t	f	t	t	f
122122122212	t	t	f	t	t	f
212122122212	t	t	f	t	t	f
112122122212	t	t	f	t	t	f
221122122212	t	t	f	t	t	f
121122122212	t	t	f	t	t	f
211122122212	t	t	f	t	t	f
111122122212	t	t	f	t	t	f
222212122212	t	t	f	t	t	f
122212122212	t	t	f	t	t	f
212212122212	t	t	f	t	t	f
112212122212	t	t	f	t	t	f
221212122212	t	t	f	t	t	f
121212122212	t	t	f	t	t	f
211212122212	t	t	f	t	t	f
111212122212	t	t	f	t	t	f
222112122212	t	t	f	t	t	f
122112122212	t	t	f	t	t	f
212112122212	t	t	f	t	t	f
112112122212	t	t	f	t	t	f
221112122212	t	t	f	t	t	f
121112122212	t	t	f	t	t	f
211112122212	t	t	f	t	t	f
111112122212	t	t	f	t	t	f
222221122212	t	t	f	t	t	f
122221122212	t	m	f	t	t	m
212221122212	t	t	f	t	t	f
112221122212	t	t	f	t	t	f
221221122212	t	t	f	t	t	f
121221122212	t	m	f	t	t	m
211221122212	t	t	f	t	t	f
111221122212	t	t	f	t	t	f
222121122212	t	t	f	t	t	f
122121122212	t	t	f	t	t	f
212121122212	t	t	m	m	t	f
112121122212	t	t	m	m	t	f
221121122212	t	t	f	t	t	f
121121122212	t	t	f	t	t	f
211121122212	t	t	m	m	t	f
111121122212	t	t	m	m	t	f
222211122212	t	t	f	t	t	f
122211122212	t	t	f	t	t	f
212211122212	t	t	f	t	t	f
112211122212	t	t	f	t	t	f
221211122212	t	t	f	t	t	f
121211122212	t	t	f	t	t	f
211211122212	t	t	f	t	t	f
111211122212	t	t	f	t	t	f
222111122212	t	t	f	t	t	f
122111122212	t	t	f	t	t	f
212111122212	t	t	m	m	t	f
112111122212	t	t	m	m	t	f
221111122212	t	t	f	t	t	f
121111122212	t	t	f	t	t	f
211111122212	t	t	m	m	t	f
111111122212	t	t	m	m	t	f
222222212212	t	m	f	m	t	m
122222212212	t	f	f	t	t	t
212222212212	t	t	f	t	t	f
112222212212	t	m	f	t	t	m
221222212212	t	m	f	m	t	m
121222212212	t	f	f	t	t	t
211222212212	t	t	f	t	t	f
111222212212	t	m	f	t	t	m
222122212212	t	t	f	f	t	t
122122212212	t	t	f	f	t	t
212122212212	t	t	f	m	t	m
112122212212	t	t	f	m	t	m
221122212212	t	t	f	f	t	t
121122212212	t	t	f	f	t	t
211122212212	t	t	f	m	t	m
111122212212	t	t	f	m	t	m
222212212212	t	t	f	t	t	f
122212212212	t	m	f	t	t	m
212212212212	t	t	f	t	t	f
112212212212	t	t	f	t	t	f
221212212212	t	t	f	t	t	f
121212212212	t	m	f	t	t	m
211212212212	t	t	f	t	t	f
111212212212	t	t	f	t	t	f
222112212212	t	t	f	m	t	m
122112212212	t	t	f	m	t	m
212112212212	t	t	f	t	t	f
112112212212	t	t	f	t	t	f
221112212212	t	t	f	m	t	m
121112212212	t	t	f	m	t	m
211112212212	t	t	f	t	t	f
111112212212	t	t	f	t	t	f
222221212212	t	t	f	f	t	t
122221212212	t	f	f	t	t	t
212221212212	t	t	f	m	t	m
112221212212	t	m	f	m	t	m
221221212212	t	t	f	f	t	t
121221212212	t	f	f	t	t	t
211221212212	t	t	f	m	t	m
111221212212	t	m	f	m	t	m
222121212212	t	t	f	f	t	t
122121212212	t	t	f	f	t	t
212121212212	t	t	f	f	t	t
112121212212	t	t	f	f	t	t
221121212212	t	t	f	f	t	t
121121212212	t	t	f	f	t	t
211121212212	t	t	f	f	t	t
111121212212	t	t	f	f	t	t
222211212212	t	t	f	m	t	m
122211212212	t	m	f	m	t	m
212211212212	t	t	f	t	t	f
112211212212	t	t	f	t	t	f
221211212212	t	t	f	m	t	m
121211212212	t	m	f	m	t	m
211211212212	t	t	f	t	t	f
111211212212	t	t	f	t	t	f
222111212212	t	t	f	f	t	t
122111212212	t	t	f	f	t	t
212111212212	t	t	m	m	t	m
112111212212	t	t	m	m	t	m
221111212212	t	t	f	f	t	t
121111212212	t	t	f	f	t	t
211111212212	t	t	m	m	t	m
111111212212	t	t	m	m	t	m
222222112212	t	t	f	t	t	f
122222112212	t	m	f	t	t	m
212222112212	t	t	f	t	t	f
112222112212	t	t	f	t	t	f
221222112212	t	t	f	t	t	f
121222112212	t	m	f	t	t	m
211222112212	t	t	f	t	t	f
111222112212	t	t	f	t	t	f
222122112212	t	t	f	t	t	f
122122112212	t	t	f	t	t	f
212122112212	t	t	f	t	t	f
112122112212	t	t	f	t	t	f
221122112212	t	t	f	t	t	f
121122112212	t	t	f	t	t	f
211122112212	t	t	f	t	t	f
111122112212	t	t	f	t	t	f
222212112212	t	t	f	t	t	f
122212112212	t	t	f	t	t	f
212212112212	t	t	f	t	t	f
112212112212	t	t	f	t	t	f
221212112212	t	t	f	t	t	f
121212112212	t	t	f	t	t	f
211212112212	t	t	f	t	t	f
111212112212	t	t	f	t	t	f
222112112212	t	t	f	t	t	f
122112112212	t	t	f	t	t	f
212112112212	t	t	f	t	t	f
112112112212	t	t	f	t	t	f
221112112212	t	t	f	t	t	f
121112112212	t	t	f	t	t	f
211112112212	t	t	f	t	t	f
111112112212	t	t	f	t	t	f
222221112212	t	t	f	t	t	f
122221112212	t	m	f	t	t	m
212221112212	t	t	f	t	t	f
112221112212	t	t	f	t	t	f
221221112212	t	t	f	t	t	f
121221112212	t	m	f	t	t	m
211221112212	t	t	f	t	t	f
111221112212	t	t	f	t	t	f
222121112212	t	t	f	t	t	f
122121112212	t	t	f	t	t	f
212121112212	t	t	f	t	t	f
112121112212	t	t	f	t	t	f
221121112212	t	t	f	t	t	f
121121112212	t	t	f	t	t	f
211121112212	t	t	f	t	t	f
111121112212	t	t	f	t	t	f
222211112212	t	t	f	t	t	f
122211112212	t	t	f	t	t	f
212211112212	t	t	f	t	t	f
112211112212	t	t	f	t	t	f
221211112212	t	t	f	t	t	f
121211112212	t	t	f	t	t	f
211211112212	t	t	f	t	t	f
111211112212	t	t	f	t	t	f
222111112212	t	t	f	t	t	f
122111112212	t	t	f	t	t	f
212111112212	t	t	f	t	t	f
112111112212	t	t	f	t	t	f
221111112212	t	t	f	t	t	f
121111112212	t	t	f	t	t	f
211111112212	t	t	f	t	t	f
111111112212	t	t	f	t	t	f
222222221212	t	f	f	t	t	t
122222221212	t	f	f	t	t	t
212222221212	t	m	f	t	t	m
112222221212	t	f	f	t	t	t
221222221212	t	f	f	t	t	t
121222221212	t	f	f	t	t	t
211222221212	t	m	f	t	t	m
111222221212	t	f	f	t	t	t
222122221212	t	t	f	f	t	t
122122221212	t	m	f	m	t	t
212122221212	t	t	f	m	t	m
112122221212	t	m	f	m	t	m
221122221212	t	t	f	f	t	t
121122221212	t	m	f	m	t	t
211122221212	t	t	f	m	t	m
111122221212	t	m	f	m	t	m
222212221212	t	m	f	t	t	m
122212221212	t	f	f	t	t	t
212212221212	t	t	f	t	t	f
112212221212	t	m	m	t	t	m
221212221212	t	m	f	t	t	m
121212221212	t	f	f	t	t	t
211212221212	t	t	f	t	t	f
111212221212	t	m	m	t	t	m
222112221212	t	t	f	m	t	m
122112221212	t	m	f	m	t	m
212112221212	t	t	f	t	t	f
112112221212	t	t	f	t	t	f
221112221212	t	t	f	m	t	m
121112221212	t	m	f	m	t	m
211112221212	t	t	f	t	t	f
111112221212	t	t	f	t	t	f
222221221212	t	f	f	t	t	t
122221221212	t	f	f	t	t	t
212221221212	t	m	m	m	t	m
112221221212	t	f	m	m	t	m
221221221212	t	f	f	t	t	t
121221221212	t	f	f	t	t	t
211221221212	t	m	m	m	t	m
111221221212	t	f	m	m	t	m
222121221212	t	t	f	f	t	t
122121221212	t	t	f	f	t	t
212121221212	t	t	m	f	t	m
112121221212	t	m	m	f	t	m
221121221212	t	t	f	f	t	t
121121221212	t	t	f	f	t	t
211121221212	t	t	m	f	t	m
111121221212	t	m	m	f	t	m
222211221212	t	m	f	m	t	m
122211221212	t	f	f	t	t	t
212211221212	t	m	m	m	t	f
112211221212	t	f	t	t	t	f
221211221212	t	m	f	m	t	m
121211221212	t	f	f	t	t	t
211211221212	t	m	m	m	t	f
111211221212	t	f	t	t	t	f
222111221212	t	t	f	f	t	t
122111221212	t	t	f	f	t	t
212111221212	t	t	t	f	t	f
112111221212	t	t	t	f	t	f
221111221212	t	t	f	f	t	t
121111221212	t	t	f	f	t	t
211111221212	t	t	t	f	t	f
111111221212	t	t	t	f	t	f
222222121212	t	m	f	t	t	m
122222121212	t	f	f	t	t	t
212222121212	t	t	f	t	t	f
112222121212	t	m	m	t	t	m
221222121212	t	m	f	t	t	m
121222121212	t	f	f	t	t	t
211222121212	t	t	f	t	t	f
111222121212	t	m	m	t	t	m
222122121212	t	t	f	t	t	f
122122121212	t	m	f	t	t	m
212122121212	t	t	f	t	t	f
112122121212	t	t	f	t	t	f
221122121212	t	t	f	t	t	f
121122121212	t	m	f	t	t	m
211122121212	t	t	f	t	t	f
111122121212	t	t	f	t	t	f
222212121212	t	t	f	t	t	f
122212121212	t	m	f	t	t	m
212212121212	t	t	f	t	t	f
112212121212	t	t	f	t	t	f
221212121212	t	t	f	t	t	f
121212121212	t	m	f	t	t	m
211212121212	t	t	f	t	t	f
111212121212	t	t	f	t	t	f
222112121212	t	t	f	t	t	f
122112121212	t	t	f	t	t	f
212112121212	t	t	f	t	t	f
112112121212	t	t	f	t	t	f
221112121212	t	t	f	t	t	f
121112121212	t	t	f	t	t	f
211112121212	t	t	f	t	t	f
111112121212	t	t	f	t	t	f
222221121212	t	m	f	t	t	m
122221121212	t	f	f	t	t	t
212221121212	t	t	f	t	t	f
112221121212	t	f	t	t	t	f
221221121212	t	m	f	t	t	m
121221121212	t	f	f	t	t	t
211221121212	t	t	f	t	t	f
111221121212	t	f	t	t	t	f
222121121212	t	t	f	t	t	f
122121121212	t	m	f	m	t	m
212121121212	t	t	m	m	t	f
112121121212	t	m	m	m	t	f
221121121212	t	t	f	t	t	f
121121121212	t	m	f	m	t	m
211121121212	t	t	m	m	t	f
111121121212	t	m	m	m	t	f
222211121212	t	t	f	t	t	f
122211121212	t	m	f	t	t	m
212211121212	t	t	f	t	t	f
112211121212	t	f	t	t	t	f
221211121212	t	t	f	t	t	f
121211121212	t	m	f	t	t	m
211211121212	t	t	f	t	t	f
111211121212	t	f	t	t	t	f
222111121212	t	t	f	t	t	f
122111121212	t	t	f	t	t	f
212111121212	t	t	m	m	t	f
112111121212	t	m	m	m	t	f
221111121212	t	t	f	t	t	f
121111121212	t	t	f	t	t	f
211111121212	t	t	m	m	t	f
111111121212	t	m	m	m	t	f
222222211212	t	f	f	t	t	t
122222211212	t	f	f	t	t	t
212222211212	t	m	f	t	t	m
112222211212	t	f	f	t	t	t
221222211212	t	f	f	t	t	t
121222211212	t	f	f	t	t	t
211222211212	t	m	f	t	t	m
111222211212	t	f	f	t	t	t
222122211212	t	t	f	f	t	t
122122211212	t	m	f	m	t	t
212122211212	t	t	f	m	t	m
112122211212	t	m	f	m	t	m
221122211212	t	t	f	f	t	t
121122211212	t	m	f	m	t	t
211122211212	t	t	f	m	t	m
111122211212	t	m	f	m	t	m
222212211212	t	m	f	t	t	m
122212211212	t	f	f	t	t	t
212212211212	t	t	f	t	t	f
112212211212	t	m	f	t	t	m
221212211212	t	m	f	t	t	m
121212211212	t	f	f	t	t	t
211212211212	t	t	f	t	t	f
111212211212	t	m	f	t	t	m
222112211212	t	t	f	m	t	m
122112211212	t	m	f	m	t	m
212112211212	t	t	f	t	t	f
112112211212	t	t	f	t	t	f
221112211212	t	t	f	m	t	m
121112211212	t	m	f	m	t	m
211112211212	t	t	f	t	t	f
111112211212	t	t	f	t	t	f
222221211212	t	f	f	t	t	t
122221211212	t	f	f	t	t	t
212221211212	t	m	f	m	t	m
112221211212	t	f	f	t	t	t
221221211212	t	f	f	t	t	t
121221211212	t	f	f	t	t	t
211221211212	t	m	f	m	t	m
111221211212	t	f	f	t	t	t
222121211212	t	t	f	f	t	t
122121211212	t	t	f	f	t	t
212121211212	t	t	f	f	t	t
112121211212	t	t	f	f	t	t
221121211212	t	t	f	f	t	t
121121211212	t	t	f	f	t	t
211121211212	t	t	f	f	t	t
111121211212	t	t	f	f	t	t
222211211212	t	m	f	m	t	m
122211211212	t	f	f	t	t	t
212211211212	t	t	f	t	t	f
112211211212	t	m	m	t	t	m
221211211212	t	m	f	m	t	m
121211211212	t	f	f	t	t	t
211211211212	t	t	f	t	t	f
111211211212	t	m	m	t	t	m
222111211212	t	t	f	f	t	t
122111211212	t	t	f	f	t	t
212111211212	t	t	m	m	t	m
112111211212	t	t	m	m	t	m
221111211212	t	t	f	f	t	t
121111211212	t	t	f	f	t	t
211111211212	t	t	m	m	t	m
111111211212	t	t	m	m	t	m
222222111212	t	m	f	t	t	m
122222111212	t	f	f	t	t	t
212222111212	t	t	f	t	t	f
112222111212	t	m	f	t	t	m
221222111212	t	m	f	t	t	m
121222111212	t	f	f	t	t	t
211222111212	t	t	f	t	t	f
111222111212	t	m	f	t	t	m
222122111212	t	t	f	t	t	f
122122111212	t	m	f	t	t	m
212122111212	t	t	f	t	t	f
112122111212	t	t	f	t	t	f
221122111212	t	t	f	t	t	f
121122111212	t	m	f	t	t	m
211122111212	t	t	f	t	t	f
111122111212	t	t	f	t	t	f
222212111212	t	t	f	t	t	f
122212111212	t	m	f	t	t	m
212212111212	t	t	f	t	t	f
112212111212	t	t	f	t	t	f
221212111212	t	t	f	t	t	f
121212111212	t	m	f	t	t	m
211212111212	t	t	f	t	t	f
111212111212	t	t	f	t	t	f
222112111212	t	t	f	t	t	f
122112111212	t	t	f	t	t	f
212112111212	t	t	f	t	t	f
112112111212	t	t	f	t	t	f
221112111212	t	t	f	t	t	f
121112111212	t	t	f	t	t	f
211112111212	t	t	f	t	t	f
111112111212	t	t	f	t	t	f
222221111212	t	m	f	t	t	m
122221111212	t	f	f	t	t	t
212221111212	t	t	f	t	t	f
112221111212	t	m	m	t	t	m
221221111212	t	m	f	t	t	m
121221111212	t	f	f	t	t	t
211221111212	t	t	f	t	t	f
111221111212	t	m	m	t	t	m
222121111212	t	t	f	t	t	f
122121111212	t	m	f	m	t	m
212121111212	t	t	f	t	t	f
112121111212	t	t	f	t	t	f
221121111212	t	t	f	t	t	f
121121111212	t	m	f	m	t	m
211121111212	t	t	f	t	t	f
111121111212	t	t	f	t	t	f
222211111212	t	t	f	t	t	f
122211111212	t	m	f	t	t	m
212211111212	t	t	f	t	t	f
112211111212	t	t	f	t	t	f
221211111212	t	t	f	t	t	f
121211111212	t	m	f	t	t	m
211211111212	t	t	f	t	t	f
111211111212	t	t	f	t	t	f
222111111212	t	t	f	t	t	f
122111111212	t	t	f	t	t	f
212111111212	t	t	f	t	t	f
112111111212	t	t	f	t	t	f
221111111212	t	t	f	t	t	f
121111111212	t	t	f	t	t	f
211111111212	t	t	f	t	t	f
111111111212	t	t	f	t	t	f
222222222112	m	m	f	m	t	t
122222222112	t	f	f	t	t	t
212222222112	m	m	f	m	t	m
112222222112	t	f	f	t	t	t
221222222112	t	f	f	t	t	t
121222222112	t	f	f	t	t	t
211222222112	t	m	f	m	t	m
111222222112	t	f	f	t	t	t
222122222112	t	t	f	f	t	t
122122222112	t	t	f	f	t	t
212122222112	t	t	f	f	t	t
112122222112	t	t	f	f	t	t
221122222112	t	t	f	f	t	t
121122222112	t	t	f	f	t	t
211122222112	t	t	f	f	t	t
111122222112	t	t	f	f	t	t
222212222112	m	m	f	m	t	m
122212222112	t	f	f	t	t	t
212212222112	t	t	f	t	t	f
112212222112	t	m	f	t	t	m
221212222112	t	m	f	m	t	m
121212222112	t	f	f	t	t	t
211212222112	t	t	f	t	t	f
111212222112	t	m	f	t	t	m
222112222112	t	t	f	f	t	t
122112222112	t	t	f	f	t	t
212112222112	t	t	f	m	t	m
112112222112	t	t	f	m	t	m
221112222112	t	t	f	f	t	t
121112222112	t	t	f	f	t	t
211112222112	t	t	f	m	t	m
111112222112	t	t	f	m	t	m
222221222112	t	t	f	f	t	t
122221222112	t	f	f	t	t	t
212221222112	t	t	f	f	t	t
112221222112	t	m	m	m	t	t
221221222112	t	t	f	f	t	t
121221222112	t	f	f	t	t	t
211221222112	t	t	f	f	t	t
111221222112	t	m	m	m	t	t
222121222112	t	t	f	f	t	t
122121222112	t	t	f	f	t	t
212121222112	t	t	f	f	t	t
112121222112	t	t	f	f	t	t
221121222112	t	t	f	f	t	t
121121222112	t	t	f	f	t	t
211121222112	t	t	f	f	t	t
111121222112	t	t	f	f	t	t
222211222112	t	t	f	f	t	t
122211222112	t	f	f	t	t	t
212211222112	t	t	m	m	t	m
112211222112	t	m	m	m	t	m
221211222112	t	t	f	f	t	t
121211222112	t	f	f	t	t	t
211211222112	t	t	m	m	t	m
111211222112	t	m	m	m	t	m
222111222112	t	t	f	f	t	t
122111222112	t	t	f	f	t	t
212111222112	t	t	m	f	t	m
112111222112	t	t	m	f	t	m
221111222112	t	t	f	f	t	t
121111222112	t	t	f	f	t	t
211111222112	t	t	m	f	t	m
111111222112	t	t	m	f	t	m
222222122112	m	m	f	t	t	m
122222122112	t	f	f	t	t	t
212222122112	t	t	f	t	t	f
112222122112	t	m	f	t	t	m
221222122112	t	m	f	t	t	m
121222122112	t	f	f	t	t	t
211222122112	t	t	f	t	t	f
111222122112	t	m	f	t	t	m
222122122112	m	t	f	m	t	m
122122122112	t	m	f	m	t	m
212122122112	t	t	f	t	t	f
112122122112	t	t	f	t	t	f
221122122112	t	t	f	t	t	f
121122122112	t	m	f	m	t	m
211122122112	t	t	f	t	t	f
111122122112	t	t	f	t	t	f
222212122112	t	t	f	t	t	f
122212122112	t	m	f	t	t	m
212212122112	t	t	f	t	t	f
112212122112	t	t	f	t	t	f
221212122112	t	t	f	t	t	f
121212122112	t	m	f	t	t	m
211212122112	t	t	f	t	t	f
111212122112	t	t	f	t	t	f
222112122112	t	t	f	t	t	f
122112122112	t	t	f	t	t	f
212112122112	t	t	f	t	t	f
112112122112	t	t	f	t	t	f
221112122112	t	t	f	t	t	f
121112122112	t	t	f	t	t	f
211112122112	t	t	f	t	t	f
111112122112	t	t	f	t	t	f
222221122112	m	m	f	m	t	m
122221122112	t	f	f	t	t	t
212221122112	t	t	f	t	t	f
112221122112	t	m	m	t	t	m
221221122112	t	m	f	t	t	m
121221122112	t	f	f	t	t	t
211221122112	t	t	f	t	t	f
111221122112	t	m	m	t	t	m
222121122112	t	t	f	f	t	t
122121122112	t	t	f	f	t	t
